name,type,price,area,price_per_sqm,maturity
- HOME OVERLOOKING PROTECTED LINDEN PARK,Mainland,38500,1024,37.6,Moderate
"RARE SIM EDGE VIEW, Protected x1, Sailing, 32x64 …",Mainland,39000,2048,19.04,Moderate
"RARE SIM EDGE VIEW, Protected x1, Sailing, 32x64 …",Mainland,39000,2048,19.04,Moderate
*PROTECTED SAILABLE LAND FOR SALE*  5312m ~ 1823 …,Mainland,39000,5312,7.34,Moderate
"RARE SIM EDGE VIEW, Protected x1, Sailing, 32x64 …",Mainland,39000,2048,19.04,Moderate
~~ 1x Protected Sailable Sea LL Estates - Availab…,Mainland,39111,2880,13.58,Moderate
~~ 1x Protected Navigable Seafront - Available fo…,Mainland,39111,4096,9.55,Moderate
OWLands.com :: RENT 1120sqm 263L/w 384prims,Mainland,39200,1120,35.0,Moderate
2x Protected Waterfront & Railroad,Mainland,39500,3072,12.86,Moderate
- Shiot Home Protected Forest,Mainland,39500,1024,38.57,Moderate
"4x Protected Water way, Navigable, Sailable - Bel…",Mainland,39600,3968,9.98,Moderate
Protected Waterfront For SALE!! 2048 sqm 703 prim…,Mainland,39650,2048,19.36,Moderate
Protected Waterfront For SALE!! 2048 sqm 703 prim…,Mainland,39650,2048,19.36,Moderate
FOR RENT FOR SALE PROTECTED OCEANFRONT SAILING  4…,Mainland,39800,4096,9.72,Moderate
For Sale- 1024m protected & pretty Blake sea front,Mainland,39888,1024,38.95,Moderate
Protected waterfront  for SALE!! 1024 sqm 351 pri…,Mainland,39945,1024,39.01,Moderate
* West Haven Suite 11 (M) 175 Prims Rent L$125/Wk…,Mainland,39995,512,78.12,Moderate
* West Haven Suite 10 (M) 175 Prims Rent L$125/Wk…,Mainland,39995,512,78.12,Moderate
* West Haven Suite 14 M) 175 Prims Rent L$125/Wk *,Mainland,39995,512,78.12,Moderate
* West Haven Suite 10 (M) 175 Prims Rent L$125/Wk…,Mainland,39995,512,78.12,Moderate
* West Haven Suite 14 M) 175 Prims Rent L$125/Wk *,Mainland,39995,512,78.12,Moderate
* Shermerville NW Suite 17 (M) 175 Prims Lease L$…,Mainland,39995,512,78.12,Moderate
* Belliseria Sunrise Goun E5B (M) 351 Li Rent $1 …,Mainland,39995,1024,39.06,Moderate
* Belliseria Sunrise Goun E5A (M) 351 Li Rent $1 …,Mainland,39995,1024,39.06,Moderate
* Blake Sailable Toma E8A (M) 175 Li Rent  L$125/…,Mainland,39995,512,78.12,Moderate
* Blumfield Suite 3 (M) 175 Prims Rent L$125/Wk *,Mainland,39995,512,78.12,Moderate
* Unblockable Beach Rekal Thor N8 (M) 351 Li Rent…,Mainland,39995,1024,39.06,Moderate
* Blake Sailable Toma E6A (M) 175 Prims Rent L$12…,Mainland,39995,512,78.12,Moderate
* Shermerville NW Suite 16 (M) 175 Li Rent L$125/…,Mainland,39995,512,78.12,Moderate
Unnamed Parcel,Mainland,39998,8192,4.88,Moderate
SUNRISE UNBLOCKABLE LAND,Mainland,39999,4096,9.77,Moderate
X2 PROTECTED WATER PARCEL,Mainland,39999,4096,9.77,Moderate
X2 PROTECTED HISTORICAL SAILING LAND,Mainland,39999,2048,19.53,Moderate
4096 SM Protected water parcel for sale,Mainland,39999,4032,9.92,Moderate
"Vinula MMW #38.24 ~Sail~3616m, 1241 p, L$745/wk~R…",Mainland,40000,3616,11.06,Moderate
Little Jamaica,Mainland,40000,4096,9.77,Moderate
Ultra Lakefront,Mainland,40000,15184,2.63,Moderate
Harrison C,Mainland,40000,3104,12.89,Moderate
Sailable land for rent or sale,Mainland,40000,1024,39.06,Moderate
PROTECTED 8192 OCEAN VIEW,Mainland,40000,8192,4.88,Moderate
"For rent or sale for L$ 40,000  -  please read th…",Mainland,40000,2032,19.69,Moderate
"Nightshark MMI #162.210 ~5520m, 1895 p, L$1137/wk…",Mainland,40000,5520,7.25,Moderate
Bonar Corner,Mainland,40000,3072,13.02,Moderate
3.5X Protected    Rent 800 prims L$400/week,Mainland,40000,2976,13.44,Moderate
Dreams of Desire Boutique.,Mainland,40000,560,71.43,Moderate
"FOR SALE Preimium 360 view lot  in Snowland, Hill…",Mainland,40000,3584,11.16,Moderate
Lassie Lake Cabin,Mainland,40000,1024,39.06,Moderate
temporary home,Mainland,40000,2048,19.53,Moderate
UNBLOCKABLE SUNRISE BEACH,Mainland,40000,8192,4.88,Moderate
FOR SALE,Mainland,40000,2048,19.53,Moderate
Unnamed Parcel,Mainland,40000,4096,9.77,Moderate
FOR RENT MEDITERRANEAN 2x Protected 5616m  1928p …,Mainland,40000,5616,7.12,Moderate
"Baines (178,236) Moderate 1120m (For Sale)",Mainland,40000,1120,35.71,Moderate
Unnamed Parcel,Mainland,40000,4096,9.77,Moderate
"*For Sale 2144 m, Protected Road & River*",Mainland,40000,2144,18.66,Moderate
Divine Bliss,Mainland,40000,5136,7.79,Moderate
PROTECTED DIRECT SAILABLE LAND,Mainland,40000,3072,13.02,Moderate
Kimber's Oasis,Mainland,40000,3312,12.08,Moderate
OCEAN PROTECTED SAILABLE LOT 2048,Mainland,40000,2048,19.53,Moderate
Oceanfront 2048,Mainland,40000,2048,19.53,Moderate
",~~~~~~ Beautiful views at sunset, navigable HOOK…",Mainland,40000,1024,39.06,Moderate
14448 m  Roadside Property For Sale  - Only 2.8 p…,Mainland,40454,14448,2.8,Moderate
CHEAP SAILABLE PROTECTED 2048m 703 Prim Powder Mi…,Mainland,40800,2048,19.92,Moderate
"++ 4096m2 Flat Green Land, beautiful region for s…",Mainland,40960,4096,10.0,Moderate
Tequila Waves,Mainland,40960,1024,40.0,Moderate
2048m Protected Sailing Lot for RENT L$ 600/wk 70…,Mainland,41000,2048,20.02,Moderate
Lab Annex Chartreuse,Mainland,41000,928,44.18,Moderate
"Water parcel, Sea front 4608 m2 - Grunther [M]",Mainland,42000,4608,9.11,Moderate
Protected Sandy Beach for RENT L$ 850/wk 1054 Pri…,Mainland,42500,3072,13.83,Moderate
[30% OFF SALE] Corsica Waterfront 4096 Protected …,Mainland,43950,4096,10.73,Moderate
CHEAP PROTECTED SAILABLE 2385m 818 Prim,Mainland,44100,2384,18.5,Moderate
16384 [M] Tropical Waterfront LUXURY RENTALS www.…,Mainland,44236,16384,2.7,Moderate
16384 [M] Tropical Waterfront LUXURY RENTALS www.…,Mainland,44236,16384,2.7,Moderate
"Hyppa; 3,696sqm; 1,268prims; RENT: 1,165L/wk; or …",Mainland,44900,3696,12.15,Moderate
Protected waterfront for SALE!! 1024 sqm 351 prim…,Mainland,44945,1024,43.89,Moderate
* 4048 sqm Unblockable Beach Land for SALE or REN…,Mainland,44999,4048,11.12,Moderate
Mystical Lagoon,Mainland,45000,7648,5.88,Moderate
~~ 1x Protected Sailable Seafront - Available for…,Mainland,45000,2048,21.97,Moderate
For Sale,Mainland,45000,3840,11.72,Moderate
Mystical Lagoon,Mainland,45000,7648,5.88,Moderate
2# Land 2200 prims for 1650 week / Rent or Sale,Mainland,45000,5984,7.52,Moderate
BREAKERS BAY first  Row Rare,Mainland,45000,512,87.89,Moderate
Vents,Mainland,45000,2048,21.97,Moderate
The Swimming Hole on The Blake Sea,Mainland,45000,896,50.22,Moderate
New Wolvesland,Mainland,45000,2240,20.09,Moderate
"Hyppa MMW #206.180 ~ Sai~3584m, 1230 p, L$738/wk~…",Mainland,45000,3584,12.56,Moderate
2X Protected Sunrise & Landscaped plot - Sale/Ren…,Mainland,45000,1024,43.95,Moderate
Aba's Beach House,Mainland,45000,4480,10.04,Moderate
Protected Ocean Front boathouse Moderate 512m,Mainland,45010,512,87.91,Moderate
Protected Ocean Corner Sunrise Views,Mainland,46000,2048,22.46,Moderate
Retraite Tranquille - Tyranus [M],Mainland,46000,4624,9.95,Moderate
CHEAP ISLAND LIVING FOR SALE  2560m 8085  Prim Wa…,Mainland,47900,2560,18.71,Moderate
* Blake Sailable Cassidy S5B (M) 351 Li Rent $1 u…,Mainland,47995,1024,46.87,Moderate
SLRR Pawpaw Station,Mainland,48000,4096,11.72,Moderate
- Modern 2 floor Penthouse Skybox 804prim 595 l$ …,Mainland,48000,4096,11.72,Moderate
4096 sqm 1406 prim Land for sale,Mainland,48999,4096,11.96,Moderate
Sailable Unblockable Protected,Mainland,49000,1584,30.93,Moderate
"2x Protected Sea Navigable, Sailable 7744sqm - He…",Mainland,49000,7744,6.33,Moderate
1# Land  2200 prims for 1650 week / Rent or Sale,Mainland,49000,6528,7.51,Moderate
BOAT SLIP PROTECTED WATERFRONT SUNSET VIEW lot#8,Mainland,49108,2048,23.98,Moderate
Protected Oceafront for RENT L$ 777/wk 999 Prims,Mainland,49900,2912,17.14,Moderate
* Blake Sunset Iseghey W3A (M) 351 Prims Rent $1 …,Mainland,49995,1024,48.82,Moderate
* West Haven Suite 4 Corner (M) 175 Prims Rent L$…,Mainland,49995,512,97.65,Moderate
* Blake Sunset Iseghey W1B (M) 351 Prims Rent $1 …,Mainland,49995,1024,48.82,Moderate
* Blake Sunset Iseghey W3B (M) 351 Prims Rent $1 …,Mainland,49995,1024,48.82,Moderate
.* Blake Sunset Chuginadak W4A (M) 351 Li Rent $1…,Mainland,49995,1024,48.82,Moderate
* West Haven Suite 3 (M) 175 Prims Rent L$125/Wk *,Mainland,49995,512,97.65,Moderate
Dragon's Lair,Mainland,49995,1024,48.82,Moderate
PROTECTED SIM EDGE WATERFRONT FOR SALE,Mainland,49999,2048,24.41,Moderate
Ocean View Sunset,Mainland,49999,3072,16.28,Moderate
"Rare Protected Waterfront 576m (Sailable, Almost …",Mainland,49999,576,86.8,Moderate
Protected Sailable Ocean,Mainland,49999,4096,12.21,Moderate
!!FOR SALE!! Malfelonius Waterfront 2048m L$50K !…,Mainland,50000,2048,24.41,Moderate
PROTECTED BEAUTIFUL 8192,Mainland,50000,8192,6.1,Moderate
QUESTERS COMING SOON,Mainland,50000,1024,48.83,Moderate
Land For Sale,Mainland,50000,14384,3.48,Moderate
G2,Mainland,50000,8192,6.1,Moderate
Home,Mainland,50000,6144,8.14,Moderate
Kawaii South,Mainland,50000,1024,48.83,Moderate
G2,Mainland,50000,8192,6.1,Moderate
Home,Mainland,50000,6144,8.14,Moderate
XD,Mainland,50000,512,97.66,Moderate
Arkanoola P,Mainland,50000,1024,48.83,Moderate
TRVE AGARTHA,Mainland,50000,4096,12.21,Moderate
"Bruja MMW #196.132~11520m, 3955 p, L$2373/wk~RENT…",Mainland,50000,11520,4.34,Moderate
Angler's Cove,Mainland,50000,3072,16.28,Moderate
1024m - 351 prim - L$249/wk,Mainland,50000,1024,48.83,Moderate
Sunburn,Mainland,50000,512,97.66,Moderate
Destiny's kittens,Mainland,50000,2048,24.41,Moderate
For Sale -rout 9  Road Access,Mainland,50000,6528,7.66,Moderate
The Duvalle Erotic Art Gallery,Mainland,50000,4096,12.21,Moderate
JUBRAN,Mainland,50000,784,63.78,Moderate
Road Access 9168sqm 3147prim,Mainland,50000,9168,5.45,Moderate
Bambinarium,Mainland,50000,1024,48.83,Moderate
UnBlockable Sunrise Ocean GridEdge (M)  2048 /2,Mainland,50687,2048,24.75,Moderate
#2704 Teabundchen Sunset,Mainland,51000,2048,24.9,Moderate
#2703 Teabundchen Sunset,Mainland,51000,2048,24.9,Moderate
Unnamed Parcel,Mainland,51200,512,100.0,Moderate
CARLA's INVERGARRY ESTATE,Mainland,51200,512,100.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,51200,1024,50.0,Moderate
WATER LAND,Mainland,51200,512,100.0,Moderate
"Antidote to the Everyday - Private Beach, Gorgeou…",Mainland,51360,1712,30.0,Moderate
Sunrise 2048 Protected Unblockable Sailing / Wate…,Mainland,54000,4096,13.18,Moderate
MORE THAN MEETS THE EYE -contact me for a tour,Mainland,54000,4496,12.01,Moderate
FOR RENT or SALE Ocean View Home w/Pool 4096M 140…,Mainland,54067,4096,13.2,Moderate
Sparkleberry,Mainland,54200,1152,47.05,Moderate
protected river front for sale,Mainland,54240,10848,5.0,Moderate
Protected Waterfront for SALE! 2048 sqm 703 prims…,Mainland,54495,2048,26.61,Moderate
Protected Oceanfront Sailing - 2048 sqm 703 prims…,Mainland,55000,2048,26.86,Moderate
Secrets hideouts,Mainland,55000,16032,3.43,Moderate
~~~~~~~~~~~MPP Protected Oceanfront Sim Corner  S…,Mainland,55000,1600,34.38,Moderate
"Shermerville Central (50,232) Moderate 1024m",Mainland,55000,1024,53.71,Moderate
Shermerville surf shack,Mainland,55000,1024,53.71,Moderate
Nautilus - Hamilcar - 1024m - 702prim,Mainland,55000,1024,53.71,Moderate
PROTECTED SALIABLE FURNISHED 3840m 1318 Prim,Mainland,55699,3840,14.5,Moderate
*Stars*Fashion*,Mainland,56789,576,98.59,Moderate
For Sale: Protected Waterfront - Now a REZ Zone,Mainland,58950,1024,57.57,Moderate
Protected - Lake View - Aurora Borealis View - Ra…,Mainland,59000,1024,57.62,Moderate
~~ 1x Protected Sailable Ocean - Available for Re…,Mainland,59111,4096,14.43,Moderate
Oceanside Rentals - Sailable - 92164 square meter…,Mainland,59950,9216,6.5,Moderate
* West Haven Suite 16 (M) 351 Prims Lease $1 usd/…,Mainland,59995,1024,58.59,Moderate
* Shermerville NW 4 Corner (M) 351 Prims Rent L$1…,Mainland,59995,1024,58.59,Moderate
* Blumfield 9 Corner (M) 351 Prims Rent L$250/Wk *,Mainland,59995,1024,58.59,Moderate
Beachside Land,Mainland,60000,1024,58.59,Moderate
2x Protected Double Prim,Mainland,60000,1024,58.59,Moderate
"** CLYDE PARADISE **  T2,  RENTAL LAND  , 2812 pr…",Mainland,60000,8192,7.32,Moderate
Riverhaus Winery & Bar - FOR SALE,Mainland,60000,1408,42.61,Moderate
Club Blue Sky,Mainland,60000,8192,7.32,Moderate
For Sale! Perfect beachfront parcel Maximized spa…,Mainland,60000,4096,14.65,Moderate
"** CLYDE PARADISE ** T1,  RENTAL LAND , 2812 prim…",Mainland,60000,8192,7.32,Moderate
Pawprint Isle - Teresa,Mainland,60000,1120,53.57,Moderate
Tish's Rest  *Protected road side and full Bay Ac…,Mainland,60000,1968,30.49,Moderate
KAT'S & AJ'S - TROPICAL ESACAPE,Mainland,60000,10240,5.86,Moderate
Beautiful Waterfront,Mainland,60000,7168,8.37,Moderate
"Maculata MMW #218.206-4464m, 1532 prims, L$920/wk…",Mainland,60000,4464,13.44,Moderate
babes secret beach,Mainland,60000,4096,14.65,Moderate
OWLands.com :: RENT 2048sqm 480L/w 703prims,Mainland,61440,2048,30.0,Moderate
Intrepid Seadog,Mainland,61440,4096,15.0,Moderate
OWLands.com :: RENT 2048sqm 480L/w 703prims,Mainland,61440,2048,30.0,Moderate
OWLands.com :: RENT 4096sqm 1405L/w 1406prims,Mainland,61440,4096,15.0,Moderate
FOR SALE,Mainland,62464,62464,1.0,Moderate
[M] 512 MANSION! 3x protected! Bay City Suburbs O…,Mainland,63499,512,124.02,Moderate
__________________  Jess Lands  _________________…,Mainland,63500,4096,15.5,Moderate
"CORNER  SIM EDGE Protected x1, Sailing, 32x64 ...…",Mainland,63999,2048,31.25,Moderate
Perfect flat land - Nautilus Kothar [M] - 1024 sq…,Mainland,64800,1024,63.28,Moderate
"Mormo MMW #160.26 ~ Sail~3904m, 1340 p, L$805/wk~…",Mainland,65000,3904,16.65,Moderate
Land for Sale,Mainland,65000,16384,3.97,Moderate
~~ 1x Protected Roadside River View  -  8192 sqm …,Mainland,65000,8192,7.93,Moderate
FOR RENT SANCTUARY COVE FOREST 3072 1054p PROTECT…,Mainland,65000,3072,21.16,Moderate
Nautilus -Hamilcar - Perfect roadside - 1024m 702…,Mainland,65000,1024,63.48,Moderate
Sweet Banana,Mainland,65000,2048,31.74,Moderate
Unnamed Parcel,Mainland,65000,1024,63.48,Moderate
Waterfront parcel for sale fully sailable and fly…,Mainland,65000,2048,31.74,Moderate
LAND FOR SALE: 22272Qm @ 66500$L (3$L-SqM),Mainland,66500,22272,2.99,Moderate
OWLands.com :: RENT 2048sqm 480L/w 703prims,Mainland,66560,2048,32.5,Moderate
OWLands.com :: RENT 4096sqm 960L/w 1406prims,Mainland,66560,4096,16.25,Moderate
OWLands.com :: RENT 1024sqm 480L/w 702prims,Mainland,66560,1024,65.0,Moderate
OWLands.com :: RENT 2048sqm 480L/w 703prims,Mainland,66560,2048,32.5,Moderate
2.7x Protected Classic +/- 40m Terraform (M)  544…,Mainland,68271,5440,12.55,Moderate
"1 Semang (32,152) Moderate 4128m",Mainland,68500,4128,16.59,Moderate
Water World 001,Mainland,69000,6656,10.37,Moderate
Jaun's Paradise,Mainland,69000,4080,16.91,Moderate
JUBRAN PLUS,Mainland,69000,1024,67.38,Moderate
Nautilus 1024m 2X Prim Land FOR SALE,Mainland,69000,1024,67.38,Moderate
Nautilus 2x protected,Mainland,69000,1024,67.38,Moderate
Garden of Dreams,Mainland,69000,3376,20.44,Moderate
Gisco Castle,Mainland,69500,1024,67.87,Moderate
"* Nautilus Gisco (196,96) (M) 702 Prims Lease L$3…",Mainland,69500,1024,67.87,Moderate
*  Blake Sunrise Mastiphal E5B (M) 307 Prims Leas…,Mainland,69995,896,78.12,Moderate
* Blake Sunrise Mastiphal E6A (M) 307 Prims Rent …,Mainland,69995,896,78.12,Moderate
* Blake Sailable Remora N5 (M) 175 Li Rent L$175/…,Mainland,69995,512,136.71,Moderate
* Blake Sunrise Toma E7 (M) 351 Prims Rent $1 usd…,Mainland,69995,1024,68.35,Moderate
Veiled,Mainland,69995,2048,34.18,Moderate
LaVille Logistics & Transportation,Mainland,70000,5600,12.5,Moderate
Not Sure,Mainland,70000,1408,49.72,Moderate
ROMANTIC NIGHT CLUB Pool Party OPEN MIC KARAOKE /…,Mainland,70000,1024,68.36,Moderate
Laville Logistics & Transportation,Mainland,70000,6064,11.54,Moderate
"Gibbosa MMW #212.204 ~ 4608m, 1582 prims, L$950/w…",Mainland,70000,4608,15.19,Moderate
"#Beach, #Sunset, #Waterfront",Mainland,70000,8192,8.54,Moderate
Yeeowler 2 - Blake / Bellisseria Waterfront - Ren…,Mainland,70000,2304,30.38,Moderate
Laville Logistics & Transportation,Mainland,70000,4096,17.09,Moderate
FOR SALE Protected Land,Mainland,70000,3040,23.03,Moderate
~ 1x Protected Sailable Seafront - Available for …,Mainland,71111,6144,11.57,Moderate
_____It's Jess_____,Mainland,71268,4096,17.4,Moderate
OWLands.com :: RENT 4096sqm 1020L/w 1494prims,Mainland,71680,4096,17.5,Moderate
Our fathers  Home,Mainland,71680,10240,7.0,Moderate
Direct Sail access - FOR SALE [CLEARANCE],Mainland,72000,10624,6.78,Moderate
Direct Sailing Front land - [FOR SALE - CLEARANCE],Mainland,72000,10752,6.7,Moderate
Doc Rast Comfort & Joy,Mainland,74000,4208,17.59,Moderate
FOR RENT= BLAKE SEA   2048M OCEANFRONT,Mainland,74500,2048,36.38,Moderate
Kiyori Estates // Siam Hideaway RENT OR BUY,Mainland,74995,1024,73.24,Moderate
* Belliseria Sunrise Goun E6 (M) 703 Li Rent L$49…,Mainland,74995,2048,36.62,Moderate
Sandy Bottoms,Mainland,75000,1536,48.83,Moderate
Land For Sale! $1.3L per M!,Mainland,75000,56112,1.34,Moderate
4096 LOT FOR RENT - PROTECTED  ALL SIDES,Mainland,75000,4096,18.31,Moderate
Oceanfront 4096,Mainland,75000,4096,18.31,Moderate
Hanna's Beach House,Mainland,75000,512,146.48,Moderate
Protected Sailing Water and Beach - Blake Sea Acc…,Mainland,75000,4096,18.31,Moderate
Baron's Estate,Mainland,75000,5120,14.65,Moderate
Hanna's Beach House,Mainland,75000,512,146.48,Moderate
Protected Sailing Water and Beach - Blake Sea Acc…,Mainland,75000,4096,18.31,Moderate
*** WHITE SAND OCEANFRONT - UNBLOCKABLE SUNRISE V…,Mainland,75000,8192,9.16,Moderate
2XPrim land FORSALE_Underground passage on the ro…,Mainland,75000,1024,73.24,Moderate
*FOR SALE*Hutronia,Mainland,75000,6144,12.21,Moderate
FOR SALE Protected Land,Mainland,75000,3408,22.01,Moderate
"Solariam MMW #232.188~Sail~7024m, 2411 p, L$1447/…",Mainland,75000,7024,10.68,Moderate
Ocean view,Mainland,75000,8192,9.16,Moderate
Villa Mare Luxury [M] Oceanfront Home with Protec…,Mainland,75000,1280,58.59,Moderate
FOR RENT BELLA COTTAGE 1024m 351p PROTECTED OCEAN…,Mainland,75000,1024,73.24,Moderate
"++ 7536 m2 Flat Green land, linden protacted road…",Mainland,75360,7536,10.0,Moderate
Great Beach- Blake Sea land can B all water or al…,Mainland,77000,2048,37.6,Moderate
6144m Protected Endless Sailing Lot Available for…,Mainland,77500,6144,12.61,Moderate
8176 sqm Protected Water Land for SALE or RENT in…,Mainland,78999,8176,9.66,Moderate
Unnamed Parcel,Mainland,79000,4096,19.29,Moderate
Roadside - 8160m - 2801 prim - L$1799/wk,Mainland,79869,8160,9.79,Moderate
Nautilus City,Mainland,79900,1024,78.03,Moderate
*  Blake Sunrise Mastiphal E5A (M) 307 Prims Leas…,Mainland,79995,896,89.28,Moderate
*  Blake Sunrise Mastiphal E4B (M) 307 Prims Leas…,Mainland,79995,896,89.28,Moderate
4096 FOR SALE -  Sonnenherz Sunset Retreat,Mainland,79995,4096,19.53,Moderate
Bitch We In Japannn,Mainland,79995,2048,39.06,Moderate
EASTER SPRING LOT WITH IT'S OWN RIVER,Mainland,79999,6144,13.02,Moderate
Mainland parcel 5632 sqm,Mainland,79999,5632,14.2,Moderate
Protected Oceanfront Beach Deepwater Sailing,Mainland,80000,4096,19.53,Moderate
"Caragana MMW #32.48 ~6144m, 2109 prims, L$1266/wk…",Mainland,80000,6144,13.02,Moderate
"Tuvan MMW #104.198-6016m, 2065 prims, L$1239/wk~",Mainland,80000,6016,13.3,Moderate
"Cypa MMW #80.222 ~Sail ~6480m, 2224 p, L$1335/wk~…",Mainland,80000,6480,12.35,Moderate
Sanctuary,Mainland,80000,512,156.25,Moderate
"Near Blake Sea, 4112 m, 1411 prims , Sea View",Mainland,80000,4112,19.46,Moderate
Serene Land for Sale - Your Artistic Address,Mainland,80000,17408,4.6,Moderate
At Sailable Water,Mainland,80000,4096,19.53,Moderate
Unnamed Parcel,Mainland,80000,2048,39.06,Moderate
Clockwerks Clocks,Mainland,81920,8192,10.0,Moderate
Jaun's Paradise,Mainland,83000,8192,10.13,Moderate
Bay City - PREMIUM Protected Roadside,Mainland,83200,640,130.0,Moderate
OWLands.com :: RENT 2048sqm 480L/w 703prims,Mainland,84480,2048,41.25,Moderate
lamashu harbour free sailing to Blake Sea and Bel…,Mainland,84500,3584,23.58,Moderate
Protected Sailing Lot for RENT L$ 1250/wk 1494 Pr…,Mainland,84500,4096,20.63,Moderate
* Blake Sailable Kunapipi S5A (M) 175 Li Rent L$1…,Mainland,84995,512,166.01,Moderate
The NEW N-Est. 2007 LOCATION and SWIM HOLE BEACH …,Mainland,85000,3072,27.67,Moderate
Arinos,Mainland,85000,4704,18.07,Moderate
Blake Sea Channel Swimming Hole,Mainland,85000,2048,41.5,Moderate
For Sale - 17120m2 - $5L per m2,Mainland,85600,17120,5.0,Moderate
"AMAZING 3x protected edge view, only 2L per sqm (…",Mainland,85760,42880,2.0,Moderate
Sorbet,Mainland,87000,5120,16.99,Moderate
PROTECTED WATERFRONT SUNSET VIEW,Mainland,88888,1024,86.8,Moderate
Gigi's Place - 2x Protected Oceanfront Sailable,Mainland,89000,1024,86.91,Moderate
oDoDoD Estate,Mainland,89088,1536,58.0,Moderate
~~ 3x Protected Sailable Coral Sea - Available fo…,Mainland,89111,8192,10.88,Moderate
